id,vayu,source,answer,desc
48,【G2】,第一届随蓝知识竞赛,郭嘉,这位谋士原为袁绍部下，后转投曹操，为曹操立下了不少功勋，却英年早逝，在逝世前他献上遗计帮曹操平定辽东。
53,【S2】,第一届随蓝知识竞赛,色散,这个词指复色光通过棱镜时，各种色光传播方向有不同程度的偏折的现象，也是彩虹的形成原理。
55,【B4】,第一届随蓝知识竞赛,白令海峡,它既沟通了两个大洋，也是两个大洲的分界线。国际日界线经过了它。
56,【M3】,第一届随蓝知识竞赛,茉莉花,这是一种植物，江苏有以此为名的民歌，称它为“满园花开也香不过它”。
58,【X6】,第一届随蓝知识竞赛,肖申克的救赎,这部电影改编自同名小说，写了主人公安迪的40年监狱生涯，监狱的名字叫Shawshank。
59,【J7】,第一届随蓝知识竞赛,即从巴峡穿巫峡,这是杜甫听闻收复河北后规划的回家路线。
63,【Z2】,第一届随蓝知识竞赛,桌面,这个词指打开计算机并登录到系统之后看到的显示器主屏幕区域。英文叫desktop。
64,【G3】,第一届随蓝知识竞赛,坩埚钳,这是一种化学仪器，用耐火材料制作，可用来夹取瓷制仪器，如蒸发皿、坩埚。
65,【G4】,第一届随蓝知识竞赛,格陵兰岛,这个岛屿终年严寒，属于丹麦，是世界上最大的岛。
69,【L3】,第一届随蓝知识竞赛,连连看,这是一个游戏，目标是用三根以内的线连接相同的两个方块以消除屏幕上所有方块。
70,【X3】,第一届随蓝知识竞赛,西江月,这个词牌正体为双调五十字，名字在李白《苏台览古》中有提及，“稻花香里说丰年”便出自该词牌。
72,【J2】,第一届随蓝知识竞赛,蒋捷,这位词人被称为“樱桃进士”，因其有名句“红了樱桃，绿了芭蕉”。
73,【Z2】,第一届随蓝知识竞赛,舴艋,这种交通工具因为体积像某种动物一样小而得名。李清照曾想过去双溪划它
74,【S7】,第一届随蓝知识竞赛,疏影横斜水清浅,这个名句描写了花的姿态，林逋改前人“竹影”为“疏影“所得。
78,【Q3】,第一届随蓝知识竞赛,乞骸骨,这是一种辞官的说法，意思是请求归葬故乡，安度晚年。
79,【G2】,第一届随蓝知识竞赛,冠词,这是英语词性中最小的一类，只有a，an，the三个。
80,【H2】,第一届随蓝知识竞赛,滑稽,这个词最早是一种流酒器，现在的意思是“荒唐，可笑”，也是一个著名网络表情。
82,【G2】,第一届随蓝知识竞赛,国债,这种投资方式被公认为是最安全的投资工具。因为它由国家发行。也称国家公债。
83,【E3】,第一届随蓝知识竞赛,二进制,这是莱布尼兹提出的，广泛运用于计算机领域的计数方法。只用了0和1两个数码。
84,【E4】,第一届随蓝知识竞赛,二十四桥,这是杜牧、姜夔写过的古代扬州著名景点，新修为单孔拱桥。
85,【M4】,第一届随蓝知识竞赛,明治维新,这场改革始于1868年，它使日本成为亚洲第一个走上工业化道路的国家。
86,【H3】,第一届随蓝知识竞赛,花青素,这是一类色素，广泛存在于植物中，能使花瓣呈现五彩缤纷的颜色。
88,【L7】,第一届随蓝知识竞赛,落月摇情满江树,这是《春江花月夜》的最后一句，上句是“不知乘月几人归”。
90,【Y2】,第一届随蓝知识竞赛,余切,在直角三角形中，它是任意一角的邻边和对边之比，和它的正切互为倒数。
92,【Q6】,第一届随蓝知识竞赛,气体摩尔体积,这个量在温度和压强确定时是一个常量，它表示单位物质的量的气体所占的体积。
93,【T4】,第一届随蓝知识竞赛,同旁内角,这是两条直线被第三条直线所截，在截线同一边，且在被截线之内的两角。在平行直线中这两个角互补。
97,【W5】,第一届随蓝知识竞赛,吾爱孟夫子,这是一句“告白”，李白用直接抒情的手法表达了对孟浩然的欣赏
98,【H2】,第一届随蓝知识竞赛,昏线,这条线与太阳光线垂直，是地球顺着自转方向，由昼半球进入夜半球的线。
100,【X3】,第一届随蓝知识竞赛,谢道韫,这位才女出身名门，是王羲之的儿媳，谢安的侄女。有“咏絮之才”。吟过“未若柳絮因风起”。
107,【J5】,第一届随蓝知识竞赛,碱式碳酸铜,这种物质在自然界中以孔雀石的形式存在，是铜在空气中“生锈”的产物，又叫“铜绿”
109,【G3】,第一届随蓝知识竞赛,广陵散,这是一部古琴曲，据传是幽灵传于嵇康。嵇康于临死前称其绝矣。
112,【Z2】,第一届随蓝知识竞赛,正色,这个词有态度严肃的意思，在古代也特指几种纯色，和“间色”相对。
116,【T6】,第一届随蓝知识竞赛,条件状语从句,这是英语中的一种句型，指某一件事情实现之后，其它事情才能发生。通常由if或者unless引导。
119,【J4】,第一届随蓝知识竞赛,建安七子,这是几位文学家的合称，他们大体上代表了那个时代除了三曹以外的优秀文学家。
122,【Z6】,第一届随蓝知识竞赛,整体认读音节,这个词指拼音中不用拼读即直接读出的音节。共16个。
123,【H4】,第一届随蓝知识竞赛,黄金分割/黄金比例,将一条线段分割为两部分后，这个比值既是较大部分与全长的比值，也等于较小部分与较大部分的比值。约为0.618。
124,【W2】,第一届随蓝知识竞赛,微软,这家美国公司是计算机软件的先导，创办于1975年，创办者是比尔盖茨。
126,【X3】,第一届随蓝知识竞赛,许海峰,这是一位射击运动员，他获得了中国奥运史上的第一枚金牌。
128,【K2】,第一届随蓝知识竞赛,夸克,这是一种参与强相互作用的基本粒子，甚至比电子还小，只能在强子里被找到。
129,【J2】,第一届随蓝知识竞赛,甲醛,这是一种无色气体，易溶于水和乙醇。40%水溶液被称为福尔马林。新装修房间里可能有残留。
131,【G4】,第一届随蓝知识竞赛,光荣革命,这是一场没有暴力的政变，发生于英国，它推翻了詹姆士二世的统治，次年英国通过了《权利法案》。
133,【L4】,第一届随蓝知识竞赛,犁生骍角,这个词比喻劣父有好的儿女，本意是杂色牛生纯赤色，角周正的小牛。
136,【E2】,第一届随蓝知识竞赛,鸸鹋,这是世界第二大鸟，也叫澳洲鸵鸟，是澳大利亚的特产。
138,【Z2】,第一届随蓝知识竞赛,组距,这个词指将数据分为若干组后每组数据的最大值与最小值之差，可以方便画直方图。
139,【S3】,第一届随蓝知识竞赛,双曲线,这一图形可以定义为与两个定点的距离差是常数的轨迹。反比例函数的图像也是这个图形。
141,【B7】,第一届随蓝知识竞赛,不辞长作岭南人,这是作者面对美食愿意做出的让步，他认为自己可以生活在蛮夷之地，只要每天吃足够的荔枝。
144,【W3】,第一届随蓝知识竞赛,望海潮,该词牌正体双调一百零七字，创调者是柳永，他的这首词写的是杭州的繁华景象
147,【J3】,第一届随蓝知识竞赛,剪羊毛,这首澳大利亚民歌描述了牧场的生活，与当地常见的一种动物有关。
148,【H4】,第一届随蓝知识竞赛,海伦公式,这一公式以一位古希腊人的名字命名，在中国宋代被称为“三斜求积术”，由秦九韶提出。该公式给出了已知三角形三边长，求其面积的方法。
150,【C5】,第一届随蓝知识竞赛,超级马里奥,这是任天堂的一款经典游戏，主人公是一个水管工，他吃蘑菇可以长大。
151,【S2】,第一届随蓝知识竞赛,声呐,这是一种利用声波在水下的传播特性，通过电声转换和信息处理，完成水下探测和通讯任务的电子设备。全称为声音导航与测距
153,【C3】,第一届随蓝知识竞赛,陈圆圆,这是一位美女，是秦淮八艳之一，“冲冠一怒为红颜”的红颜指的就是她。
154,【T4】,第一届随蓝知识竞赛,通货膨胀,这个词指在货币流通条件下，因货币供给大于货币实际需求，导致货币贬值，一段时间内物价上涨的现象。
157,【J5】,第一届随蓝知识竞赛,金陵十二钗,这是红楼梦的别名，也指书中的一群女子，前两字是地名。
161,【L2】,第一届随蓝知识竞赛,李蟠,这位进士是韩愈的弟子，喜欢古文，是韩愈《师说》的赠与对象。
163,【A3】,第一届随蓝知识竞赛,阿加莎,这位英国作家被称为推理女王，绰号“阿婆”，代表作有《无人生还》等。
168,【X3】,第一届随蓝知识竞赛,雪绒花,这是一种植物，《音乐之声》中有同名插曲，英文名为edelweiss。
171,【G3】,第一届随蓝知识竞赛,公有制,这是一种经济制度，该制度下生产资料归劳动者共同所有。是我国经济制度的主体。
179,【K4】,第一届随蓝知识竞赛,控制面板,这是计算机中用户界面的一部分，允许用户查看并操作基本的系统设置，比如控制用户帐户，更改辅助功能选项等。
180,【Z3】,第一届随蓝知识竞赛,张格尔,这个人是萨木萨克的后裔，道光年间在浩罕汗国的支持下入侵了七城，几乎占领了全部南疆，后来在扬威将军长龄的反击下战败被擒，被押送北京处死。
183,【H4】,第一届随蓝知识竞赛,火影忍者,这是一部已完结的日本动漫，作者为岸本齐史，主角为漩涡鸣人。
184,【H2】,第一届随蓝知识竞赛,菡萏,这是荷花的别称，也指未开的荷花，李商隐称其为“卷舒开合任天真”。
185,【N2】,第一届随蓝知识竞赛,内能,这个词指的是组成物体分子的无规则热运动动能和分子间相互作用势能的总和。与温度有关。
186,【D2】,第一届随蓝知识竞赛,玳瑁,这是一种有机宝石，主要来源为一种同名海龟。有一种猫也叫这个名字。沈佺期的“卢家少妇郁金堂”下句提到过。
187,【X2】,第一届随蓝知识竞赛,向量,这个词在数学上可以用带箭头的线段表示，它指同时具有大小和方向的量，也称矢量。
188,【D4】,第一届随蓝知识竞赛,丹霞地貌,这是以陆相为主的红层发育的具有陡崖坡的地貌。首字便有“红”的意思
191,【Y5】,第一届随蓝知识竞赛,饮中八仙歌,这是杜甫的作品，该作品写了好饮的“酒中八仙人”，“天子呼来不上船”便出自此作。
196,【Z2】,第一届随蓝知识竞赛,茱萸,这种植物又名艾子，常绿带香，有杀虫祛寒的功能。古时候重阳节登高经常佩戴装有它的布袋。
197,【W3】,第一届随蓝知识竞赛,万维网,这是环球信息网，即www的另一个中文译名，该翻译的三个字的声母也均为W
203,【S4】,第一届随蓝知识竞赛,四库全书,这部丛书分经史子集四部，于乾隆时期由纪昀等人编纂。
205,【L4】,第一届随蓝知识竞赛,洛伦兹力,这个词指的是运动电荷在磁场中所受到的力，运动方向可用左手定则判断。
206,【M4】,第一届随蓝知识竞赛,木牛流马,这是一种运输工具，传说由诸葛亮发明用于运载军粮。
208,【Q3】,第一届随蓝知识竞赛,秦罗敷,这个名字在《孔雀东南飞》和《陌上桑》中都有提及，其中在《陌上桑》中这是主角的名字。
210,【Y3】,第一届随蓝知识竞赛,阳明山,这是一座山，在湖南和台湾都有同名建筑。其中台湾的该山名字来源于思想家王守仁
211,【G4】,第一届随蓝知识竞赛,过氧化氢,这种物质的纯液体为淡蓝色，可与水互溶，是一种强氧化剂，水溶液为无色，能用于伤口消毒，俗称双氧水。
213,【L3】,第一届随蓝知识竞赛,露华浓,这一彩妆品牌成立于纽约，于1996年进入中国，其英文Revlon被翻译为李白《清平调词》里的一个词。在“云想衣裳花想容”下句出现。
215,【B2】,第一届随蓝知识竞赛,白寿,这是对九十九岁的雅称，其首字可视为“百”字去掉一笔。
218,【S3】,第一届随蓝知识竞赛,碎叶城,这是唐代在西域设的重镇，位于现吉尔吉斯斯坦，据说是李白的祖籍，王昌龄在《从军行》中写过。
220,【Y4】,第一届随蓝知识竞赛,焰色反应/焰色测试/焰色实验,这个物理现象的原理是每种元素都有不同的光谱，常用于检测金属离子。是某些金属及离子在火焰中灼烧时使火焰呈现特征颜色的反应。
223,【F2】,第一届随蓝知识竞赛,风筝,这是一个物品，是谜语“阶下儿童仰面时，清明妆点最堪宜。游丝一断浑无力，莫向东风怨别离”的谜底。
224,【W4】,第一届随蓝知识竞赛,瓦尔登湖,这是一个美国的湖泊，文学家梭罗曾在此隐居过，并写下同名作品。
226,【Z3】,第一届随蓝知识竞赛,自由人,这是排球运动员的一个场上位置，该位置球员需穿不同颜色队服。通常在后排换下进攻球员。因可不受次数限制进行换人而得名。
227,【L5】,第一届随蓝知识竞赛,磷酸二酯键,这种化学基团广泛存在于核酸中，指一分子磷酸与两个羟基酯化形成的两个酯键。
228,【R3】,第一届随蓝知识竞赛,若耶溪,这条河现在叫平水江，位于浙江绍兴，相传是西施浣纱的地方，王籍曾在这写出“鸟鸣山更幽”的名句。
229,【L2】,第一届随蓝知识竞赛,里海,这个咸水湖是亚欧大陆分界线的一部分，是世界上最大的湖。
232,【X6】,第一届随蓝知识竞赛,小桥流水人家,这是一句元曲，可以用来描绘周庄。上句是“枯藤老树昏鸦”
233,【W6】,第一届随蓝知识竞赛,惟觉时之枕席,这是作者突然从梦中醒来看到的画面。作者梦见自己游了天姥山。
234,【J4】,第一届随蓝知识竞赛,几何概型,在这一模型下，随机实验的所有可能结果是无限的，且每个基本结果的概率相同。不同于古典概型。
236,【X7】,第一届随蓝知识竞赛,闲看儿童捉柳花,这是作者在一个初夏睡完午觉后无聊看到的情景，小孩子们在抓柳絮。
239,【Y2】,第二届随蓝知识竞赛,越位,这个词指足球比赛中进攻球员在出球时那一刻，在进攻半场，其他进攻方球员所在的位置点比倒数第二个防守球员更靠近对方底线的违例行为。
243,【J3】,第二届随蓝知识竞赛,蒋介石,这个人曾对中国产生重大影响，也曾执掌政权，与某个事变相关，儿子叫经国。
244,【S3】,第二届随蓝知识竞赛,苏幕遮,该词牌本意为“西戎胡语”，双调62字，“酒入愁肠，化作相思泪”出自该词牌。
246,【C2】,第二届随蓝知识竞赛,重庆,这是一座城市，是谜语“双喜临门”的谜底，是直辖市。
249,【M5】,第二届随蓝知识竞赛,秒速五厘米,这是一部日本电影，叙事主线是一个少年的人生成长，时间跨度达到了13年，分为三幕。电影导演和编剧均为新海诚；片名与一种植物的落花速度有关。
250,【L3】,第二届随蓝知识竞赛,拉瓦锡,这位法国科学家大学学的是法律专业，但他热爱化学，并成功证明了氧气约占空气组分的1/5。
254,【S4】,第二届随蓝知识竞赛,三线合一,这一定理可表述为等腰三角形中顶角的角平分线，底边的中线，底边的高线，三条线互相重合。
256,【G3】,第二届随蓝知识竞赛,国别体,这是史书的一种形式，即以国家为单位记叙历史事件。如《战国策》属于这一类。
259,【M3】,第二届随蓝知识竞赛,马拉松,这是古希腊的一个地名，雅典人在此击败波斯人后，派了一名士兵回到雅典报喜，但不幸跑到终点时猝死。为了纪念这个事件，有一项长跑运动也以此命名，距离为42.195km。
263,【S3】,第二届随蓝知识竞赛,宋丹丹,这位演员曾十多次登上春晚，与赵本山是老搭档。主演过《家有儿女》等经典电视剧。
265,【G4】,第二届随蓝知识竞赛,工藤新一,这个日本动漫人物是一名侦探，因被灌下毒药身体变小，后来化名为柯南。
266,【X2】,第二届随蓝知识竞赛,虚像,这个词指的是只能从光学器件观察的，不能在光屏上形成的像。
268,【W5】,第二届随蓝知识竞赛,无水硫酸铜,这是一种白色粉末，可以用来检验水蒸气。它的水溶液为蓝色，遇水产生的结晶又称胆矾。
269,【S2】,第二届随蓝知识竞赛,随蓝,这个词含有一种植物的名字，该植物可提取染料。词语意思是从师学习。
272,【Z3】,第二届随蓝知识竞赛,张韶涵,这位台湾女歌手曾有一首歌被作为高考作文题，《欧若拉》《隐形的翅膀》都是她的代表作。
274,【X3】,第二届随蓝知识竞赛,系动词,在英语里，这指的是本身有词义，但不能单独用作谓语，其后必须跟表语构成系表结构的动词。
275,【F3】,第二届随蓝知识竞赛,费德勒,这位瑞士运动员生有两对双胞胎，是至今男子网球的最佳运动员。
281,【G5】,第二届随蓝知识竞赛,格列佛游记,这是一部讽刺小说，讲述了主人公游历大人国、飞岛国等多个国家的故事，作者是斯威夫特。
282,【C7】,第二届随蓝知识竞赛,垂死病中惊坐起,这是元稹听说白居易被贬的反应。生病在床的他被吓了起来。
283,【W6】,第二届随蓝知识竞赛,威尼斯电影节,这是世界三大电影节之一，最高奖项是金狮奖，每年8月至9月于意大利的水城举办。
285,【H4】,第二届随蓝知识竞赛,虎门销烟,这一历史事件发生于广东，主持者曾写过“苟利国家生死以”的名句，这一事件也成为了第一次鸦片战争的标志。
287,【W3】,第二届随蓝知识竞赛,王叔远,这位艺术家、雕刻家是明代人，最著名的作品是明朝桃核舟。
288,【S4】,第二届随蓝知识竞赛,十万伏特,这个词的字面意思是很强的电力，是《精灵宝可梦》中一个电气系技能，动画中皮卡丘常用。
290,【T4】,第二届随蓝知识竞赛,托里拆利,这位科学家通过实验证明了大气压跟760mm高的汞柱产生的压强相等。
291,【S2】,第二届随蓝知识竞赛,蜀相,这首七律写的是一个历史人物，是杜甫在西南所写，他称赞诸葛亮“两朝开济老臣心”。
296,【Z5】,第二届随蓝知识竞赛,中央处理器,这是一块超大规模的集成电路，是一台计算机的运算和控制核心。缩写为CPU。
297,【X3】,第二届随蓝知识竞赛,血小板,这是从骨髓成熟的巨核细胞胞浆解脱落下来的小块胞质，是一种血细胞，有止血、凝血功能。
298,【D3】,第二届随蓝知识竞赛,邓世昌,这位民族英雄曾任海军将领，是北洋舰队“致远号”舰长，在黄海海战中牺牲。
301,【D5】,第二届随蓝知识竞赛,地中海气候,雨热不同期是这一气候类型的特点。
305,【F4】,第二届随蓝知识竞赛,浮生六记,这部散文集的题目出自李白的《春夜宴从弟桃李园序》，共6卷，作者是沈复。《童趣》便出自其中的《闲情记趣》。
309,【Z6】,第二届随蓝知识竞赛,质量守恒定律,这一定律可表述为在化学反应中，参加反应的各物质的质量总和等于反应后生成各物质的质量总和。
311,【J4】,第二届随蓝知识竞赛,就近原则,这个词指谓语和靠近的名词或代词在人称和数量上一致的原则。如there be句型遵循这个原则。
313,【M5】,第二届随蓝知识竞赛,魔卡少女樱,这部动漫作品由女性团队CLAMP创作，主人公为魔法少女。中国大陆引进时译为《百变小樱魔术卡》。
315,【K3】,第二届随蓝知识竞赛,喀斯特,这是一片位于克罗地亚的山区，也有一种地貌因该山区得名，该地貌成因为石灰岩等酸性环境可溶岩石岩溶所致，典型地貌如溶洞峰林等。
316,【L3】,第二届随蓝知识竞赛,立体派,这是西方现代艺术史上的一个运动和流派。1908年始于法国，又叫立方主义，代表人物有毕加索。
317,【B5】,第二届随蓝知识竞赛,白花蛇舌草,这是一种茜草科耳草属的植物，别名羊须草，为一年生草本植物，产于华东华南与西南。一种被认为很难喝的饮料名称中含有这种植物名。
319,【L3】,第二届随蓝知识竞赛,老干妈,这是一个食品品牌，主要生产辣椒油，创始人是陶华碧。
321,【Y3】,第二届随蓝知识竞赛,玉楼春,该词牌名字出自《长恨歌》，宋代定格为七言八句。“红杏枝头春意闹”出自此词牌。“金屋妆成娇侍夜”的下句即为出处。
328,【S3】,第二届随蓝知识竞赛,甩葱歌,这首歌改编自一首芬兰舞曲，民间主要版本为初音未来翻唱。该歌曲因被配上某动画人物拿着葱转动的画面而得名。
329,【C4】,第二届随蓝知识竞赛,昌黎先生,这是对韩愈的称呼，因其郡望而得名。
331,【Y4】,第二届随蓝知识竞赛,一国两制,这是中国政府为实现国家和平统一而提出的基本国策，是处理台湾问题的方针。
333,【L3】,第三届随蓝知识竞赛,拉尼娜,这是一种气候现象，西班牙语意为“小女孩”。突出表现为赤道中东太平洋海表温度异常偏冷，又被称作“反厄尔尼诺现象”。
337,【L2】,第三届随蓝知识竞赛,绿绮,这是个乐器的名字，是我国古代四大名琴之一，是司马相如的一张琴。
338,【X3】,第三届随蓝知识竞赛,香奈儿,这是一个奢侈品品牌，产品有服装、化妆品、香水等，创立者是法国人，她的名字叫Coco，其姓氏与该品牌同名。
341,【L2】,第三届随蓝知识竞赛,嫘祖/累祖,这是一位上古传说中的人物，是黄帝的妃子，后来被尊为蚕神。
343,【F2】,第三届随蓝知识竞赛,凤凰,这是一座古城，山水环抱，位于古龙标之地。也是近现代著名作家沈从文出生地，《边城》即取材于此。
344,【J3】,第三届随蓝知识竞赛,记事本,这是Windows系统自带的一个应用程序，可对文字信息进行记录或存储。其存储文件的扩展名为.txt。
345,【T3】,第三届随蓝知识竞赛,天狼星,这是一颗位于冬季星空的恒星，古人认为它是外族入侵的象征，经常用矢射它，同时它是除太阳外最亮的恒星。
346,【H6】,第三届随蓝知识竞赛,汉谟拉比法典,这部法律汇编用楔形文字写成，是世界上最早的较为完整地保存下来的成文法典。
352,【H3】,第三届随蓝知识竞赛,灰原哀,这位科学家发明了一种可诱导细胞凋亡的药物，是《名侦探柯南》里的主要人物，即随蓝杯主办者的头像。
353,【Z2】,第三届随蓝知识竞赛,阻尼,这个词指系统在振动中，由于外界作用或系统本身固有的原因引起的振动幅度逐渐下降的特性，汉听1中上海队邢铭劼曾写错过。
354,【W4】,第三届随蓝知识竞赛,吴中四士,这是一个文人组合，活跃于初唐和盛唐之交，四人均为江浙一带人。成员有包融、张旭、张若虚、贺知章。
355,【Y3】,第三届随蓝知识竞赛,盐碱土,这是土壤地理学里一种土纲的名字，它广泛分布在沿海地带与地下水位较高、蒸发量较大的干旱地带，可以分为两种类型。名字与汉听圈两个广泛流传的梗有关。
356,【D7】,第三届随蓝知识竞赛,多情却被无情恼,这是作者听见一种声音的消失发出的感慨，他觉得自己被墙内的人所伤害。是苏轼一首《蝶恋花》的最后一句。
360,【Z2】,第三届随蓝知识竞赛,张岱,这位明代文学家擅长散文，也精通茶艺，著有《陶庵梦忆》，代表作是《湖心亭看雪》。
362,【H4】,第三届随蓝知识竞赛,何陋之有,这句话原出自《论语·子罕》，是一个反问句，后被刘禹锡在《陋室铭》中直接引用，是全文最后一句。
364,【S2】,第三届随蓝知识竞赛,商品,这个词在经济学上指的是用于交换的劳动产品。
365,【S5】,第三届随蓝知识竞赛,石头剪刀布/石头剪子布,这个游戏通常可用于产生随机结果以作决策，“0比2大，2比5大，5比0大”是对游戏规则的一个描述。
367,【Z8】,第三届随蓝知识竞赛,只吹的水尽鹅飞罢,这是一句元曲，讽刺了宦官的仗势欺人，写的是喇叭，是该曲的最后一句。
368,【S3】,第三届随蓝知识竞赛,三都赋,这篇文章陆机原本打算写，与邺城、成都和南京有关，但因左思写得很好导致洛阳纸贵而放弃了这个念头。
370,【W3】,第三届随蓝知识竞赛,万宝路,这一品牌起源于英国，并在美国独立注册，是世界上最畅销的香烟品牌之一。英文名为Marlboro。
374,【T4】,第三届随蓝知识竞赛,天龙八部,这部小说的书名出自佛经，有世间众生的意思。作者是金庸。该小说中的人物有段誉、乔峰等。
375,【P3】,第三届随蓝知识竞赛,抛物线,这一图形的离心率为定值，在合适的坐标下可看成二次函数的图像。
376,【L3】,第三届随蓝知识竞赛,泸沽湖,这是位于四川与云南交界的湖泊，又被称作左所海。湖畔居住着保留母系氏族特征的族群——摩梭人。
378,【M2】,第三届随蓝知识竞赛,卖弱,这个网络用语是一种常见的言语行为，常表现为过度谦虚或贬低自己。
380,【H5】,第三届随蓝知识竞赛,滑动变阻器,这种电路元件可以起到控制电路的作用，因其电阻可以通过移动滑片来调整。
381,【N4】,第三届随蓝知识竞赛,嫩牛五方,这种食物由百胜餐饮集团旗下的企业出品，曾被多次下架，主要由面饼包着牛肉组成，形状为五边形。是肯德基的经典产品。
385,【N4】,第三届随蓝知识竞赛,南十字座,这是一个中国大部分地区看不到的星座。至少有5个国家的国旗上有这个星座。它有两颗一等亮星，却是88个星座中面积最小的。
388,【C3】,第三届随蓝知识竞赛,敕勒歌,这首民歌描绘了草原的美景，是由鲜卑语翻译而来。“风吹草低见牛羊”是它的最后一句。
389,【B3】,第三届随蓝知识竞赛,博尔特,这位牙买加运动员是当今田径男子100米、200米的世界纪录保持者。
394,【Q4】,第三届随蓝知识竞赛,情态动词,在英语中，这类的词不能单独作谓语，需放在行为动词前，表示说话人的情绪和语气。
395,【S2】,第三届随蓝知识竞赛,实数,这个词可定义为与数轴上的点一一对应的数。是有理数和无理数的统称。
396,【H5】,第三届随蓝知识竞赛,寒梅著花未,这是一个问句。作者离开家乡后遇到了故乡来的人，询问家乡的花儿是否开放。上句是“来日绮窗前”。
397,【T3】,第三届随蓝知识竞赛,凸透镜,这种光学仪器中间厚、边缘薄，是具有聚光和放大作用的透镜。
404,【B3】,第三届随蓝知识竞赛,不定式,这是英语中的一种动词形式，通常表示目的，因动词不被限定而得名，形式通常为to + 动词原型。
407,【T2】,第三届随蓝知识竞赛,图灵,这是一位数学家，死因是氰化物中毒。他也是一位优秀的密码学家，被称为计算机科学之父、人工智能之父。
408,【D4】,第三届随蓝知识竞赛,大化改新,这一历史事件发生于公元645年，日本孝德天皇学习中国唐朝的律令制度等进行改革。
415,【N3】,第三届随蓝知识竞赛,内燃机,这种机械是指是通过使燃料在机器内部燃烧，并将其放出的热能直接转换为动力的热力发动机。如汽油机、柴油机等都属于这一类。
416,【J5】,第三届随蓝知识竞赛,京杭大运河,“至今千里赖通波”说的就是这条人工河，它由隋炀帝主持建造。
420,【A4】,第三届随蓝知识竞赛,阿拉斯加,这是美国领土最西端所属的州，美国于1867年向俄罗斯购得此州。
422,【H3】,第三届随蓝知识竞赛,回收站,这是Windows操作系统中的一个文件夹，主要用来存放用户临时删除的文档资料。用户可在此目录下对文件进行恢复或彻底删除。
423,【N3】,第三届随蓝知识竞赛,南乡子,这是一个词牌名，正体中有两个二字句。共56字。“不尽长江滚滚流”出自该词牌。
426,【B5】,第三届随蓝知识竞赛,巴黎圣母院,这座建筑内藏有大量13至17世纪的艺术珍品，该哥特式建筑的法语原名为“我们的女士”，指的是圣母玛利亚。雨果著有同名小说。
431,【H3】,第三届随蓝知识竞赛,海陆风,这是一种大气现象，它在白天与夜间有相反的表现，季风可以视为它的扩大版。在沿海地区较为明显。
432,【Q4】,第三届随蓝知识竞赛,窃符救赵,这是一个战国时期的典故，秦国围困邯郸后，魏国信陵君听取侯嬴之计，偷取兵符出兵救援了赵国。
