id,vayu,source,answer,desc
181,【L2】,第一届随蓝知识竞赛,庐山,1.江西 2.香炉 3.西林寺 4.真面目
182,【X3】,第一届随蓝知识竞赛,小蛮腰,1.白居易 2.广州 3.身材 4.杨柳
195,【H2】,第一届随蓝知识竞赛,蝴蝶,1.泉 2.兰 3.效应 4.梁祝
200,【X2】,第一届随蓝知识竞赛,璇玑,1.穴位 2.帝权 3.北斗 4.苏蕙
202,【D2】,第一届随蓝知识竞赛,东风,1.破 2.春季 3.把酒 4.赤壁
209,【Y2】,第一届随蓝知识竞赛,叶子,1.植物 2.牌 3.阿桑 4.主持人
219,【Q3】,第一届随蓝知识竞赛,青花瓷,1.氧化钴 2.蓝白 3.周杰伦 4.釉色
221,【Z2】,第一届随蓝知识竞赛,走马,1.灯 2.更变 3.兰台 4.观花
225,【P3】,第一届随蓝知识竞赛,潘帕斯,1.瓷砖 2.草原 3.雄鹰 4.阿根廷
235,【F3】,第一届随蓝知识竞赛,复活节,1.智利 2.火腿 3.基督 4.彩蛋
237,【P3】,第一届随蓝知识竞赛,葡萄酒,1.乙醇 2.波尔多 3.凉州词 4.干红
257,【C2】,第二届随蓝知识竞赛,采薇,1.植物 2.诗经 3.首阳山 4.杨柳依依
260,【S2】,第二届随蓝知识竞赛,苏州,1.韦应物 2.林黛玉 3.江南 4.枫桥
267,【C2】,第二届随蓝知识竞赛,沧浪,1.百花潭 2.亭子 3.水清 4.濯缨
270,【L3】,第二届随蓝知识竞赛,洛杉矶,1.天使 2.奥运会 3.好莱坞 4.湖人
277,【Y3】,第二届随蓝知识竞赛,玉门关,1.长风 2.报国 3.羌笛 4.青海
292,【Y2】,第二届随蓝知识竞赛,玉叶,1.宫殿 2.药物 3.云彩 4.金枝
293,【L2】,第二届随蓝知识竞赛,龙王,1.降雨 2.神兽 3.庙 4.东海
295,【G2】,第二届随蓝知识竞赛,高纬,1.北齐 2.圣诞老人 3.苔原 4.寒冷
302,【B2】,第二届随蓝知识竞赛,八月,1.水平 2.中秋 3.秋高 4.桂花
303,【H2】,第二届随蓝知识竞赛,海棠,1.诗社 2.史湘云 3.睡去 4.绿肥红瘦
306,【D2】,第二届随蓝知识竞赛,大漠,1.西北 2.干旱 3.风尘 4.孤烟
318,【A2】,第二届随蓝知识竞赛,暗香,1.姜夔 2.词牌名 3.沙宝亮 4.梅花
320,【X2】,第二届随蓝知识竞赛,星星,1.斑白 2.眼 3.1155665 4.点灯
326,【Y2】,第二届随蓝知识竞赛,银河,1.瀑布 2.鹊桥 3.天汉 4.星系
336,【C2】,第三届随蓝知识竞赛,长城,1.刘长卿 2.奇迹 3.秦始皇 4.万里
340,【X2】,第三届随蓝知识竞赛,肖邦,1.诗人 2.十一月 3.波兰 4.夜曲
347,【B2】,第三届随蓝知识竞赛,北极,1.圈 2.贝 3.磁场 4.熊
357,【B4】,第三届随蓝知识竞赛,不离不弃,1.小苹果 2.坚守 3.ABAC 4.芳龄永继
373,【G2】,第三届随蓝知识竞赛,甘蔗,1.佳境 2.南方 3.糖 4.水果
382,【B2】,第三届随蓝知识竞赛,百合,1.中药 2.香水 3.花名 4.同性恋
387,【W4】,第三届随蓝知识竞赛,维多利亚,1.湖泊 2.港湾 3.女王 4.秘密
392,【C2】,第三届随蓝知识竞赛,长沙,1.王少府 2.岳麓 3.沁园春 4.贾谊
402,【D3】,第三届随蓝知识竞赛,达芬奇,1.勾股定理 2.鸡蛋 3.密码 4.蒙娜丽莎
403,【L3】,第三届随蓝知识竞赛,柳如是,1.辛弃疾 2.秦淮 3.男装 4.钱谦益
410,【M2】,第三届随蓝知识竞赛,满城,1.胡骑 2.春色 3.金甲 4.风絮
417,【H2】,第三届随蓝知识竞赛,黑桃,1.铲子 2.水果 3.死亡 4.花色
418,【D2】,第三届随蓝知识竞赛,杜鹃,1.花名 2.谢豹 3.蜀国 4.啼血
419,【J2】,第三届随蓝知识竞赛,贾谊,1.迁客 2.抑郁 3.无伦 4.过秦论
425,【H2】,第三届随蓝知识竞赛,火山,1.军争 2.硫 3.富士 4.活死睡
436,【M3】,第三届随蓝知识竞赛,满江红,1.蕨类植物 2.江上青 3.岳飞 4.词牌名
449,【H2】,第三届随蓝知识竞赛,黄油,1.蝴蝶 2.守门员 3.面包 4.乳脂
468,【L2】,第三届随蓝知识竞赛,凉凉,1.夜色 2.完了 3.叠词 4.冷
470,【Z2】,第三届随蓝知识竞赛,执手,1.开门关窗 2.分道 3.泪眼 4.偕老
484,【S2】,第三届随蓝知识竞赛,三分,1.天下 2.春色 3.库里 4.天注定
487,【W3】,第三届随蓝知识竞赛,温庭筠,1.十六 2.枪手 3.钟馗 4.鱼玄机
521,【L2】,第四届随蓝知识竞赛,莲花,1.台风 2.澳门 3.哪吒 4.周敦颐
525,【X2】,第四届随蓝知识竞赛,杏花,1.雨 2.村 3.卖 4.墙
545,【J2】,第四届随蓝知识竞赛,菊花,1.轻肌弱骨散幽葩 2.清芬酝藉不减酴醿 3.中有孤丛色似霜 4.冲天香阵透长安
556,【A2】,第四届随蓝知识竞赛,澳门,1.莲花 2.三岛 3.濠镜 4.葡萄牙
569,【Y2】,第四届随蓝知识竞赛,燕子,1.吞咽 2.妮妮 3.春泥 4.新社
582,【H2】,第四届随蓝知识竞赛,红杏,1.墙头 2.清明雨 3.日边 4.春意闹
589,【T2】,第四届随蓝知识竞赛,天龙,1.星座 2.方山 3.蜈蚣 4.八部
594,【W2】,第四届随蓝知识竞赛,武昌,1.建业 2.鱼 3.起义 4.东望
611,【J2】,第四届随蓝知识竞赛,几何,1.多少 2.图形 3.人生 4.原本
615,【S3】,第四届随蓝知识竞赛,狮子座,1.黄道 2.流星雨 3.赫拉克勒斯 4.曾轶可
620,【T2】,第四届随蓝知识竞赛,天文,1.现象 2.学科 3.数字 4.上知
624,【L2】,第四届随蓝知识竞赛,洛阳,1.桥 2.秋风 3.女儿 4.东都
631,【X3】,第四届随蓝知识竞赛,仙人掌,1.脉动 2.玉芙蓉 3.承露 4.墨西哥
637,【D2】,第四届随蓝知识竞赛,东风,1.波 2.汽车 3.昨夜 4.快递
645,【S2】,第四届随蓝知识竞赛,芍药,1.夏初 2.居 3.春泪 4.妖无格
648,【J2】,第四届随蓝知识竞赛,解析,1.深入 2.答案 3.函数 4.弗洛伊德
650,【M2】,第四届随蓝知识竞赛,梅花,1.俱乐部 2.妆容 3.鹿 4.暗香
661,【S2】,第四届随蓝知识竞赛,松下,1.房栊 2.幸之助 3.童子 4.电器
676,【M3】,第四届随蓝知识竞赛,迈克尔,1.短跑 2.篮球 3.车王 4.舞王
687,【L2】,第四届随蓝知识竞赛,六级,1.Am 2.登其颠 3.强风 4.CET
693,【B2】,第四届随蓝知识竞赛,白石,1.涧底 2.姜夔 3.荆溪 4.画虾
709,【Y2】,第四届随蓝知识竞赛,一般,1.普通 2.通常 3.谦辞 4.见识
710,【Y2】,第四届随蓝知识竞赛,扬州,1.邗沟 2.秦观 3.孤帆远影 4.瘦西湖
714,【H2】,第四届随蓝知识竞赛,火箭,1.宝可梦 2.大小王 3.NBA 4.101
746,【L2】,第四届随蓝知识竞赛,洛城,1.天使 2.春风 3.看尽 4.紫陌
753,【L2】,第四届随蓝知识竞赛,连城,1.聊斋 2.烽火 3.价值 4.宫锁
764,【B2】,第四届随蓝知识竞赛,白兔,1.竖起 2.奶糖 3.茕茕 4.捣药
766,【T2】,随蓝知识竞赛SP1,天命,1.盛衰 2.清太祖 3.难违 4.五十
769,【S2】,随蓝知识竞赛SP1,三五,1.皇帝 2.圆月 3.闺门 4.成群
783,【H2】,随蓝知识竞赛SP1,黑白,1.是非 2.无常 3.棋 4.颜色
785,【H3】,随蓝知识竞赛SP2,后庭花,1.隋宫 2.词牌 3.流光 4.陈后主
801,【F2】,随蓝知识竞赛SP2,法海,1.蛇 2.螃蟹 3.神曲 4.雷峰塔
802,【J2】,随蓝知识竞赛SP2,菊花,1.一元 2.日本 3.重阳 4.陶潜
807,【T2】,随蓝知识竞赛SP2,天猫,1.猞猁 2.网购 3.马云 4.星座
809,【B6】,随蓝知识竞赛SP2,北京师范大学,1.木铎 2.出版社 3.普通 4.985
820,【T3】,随蓝知识竞赛SP2,天仙子,1.莨菪 2.侠客行 3.万斯年 4.水调数声
822,【Y2】,随蓝知识竞赛SP2,玉兔,1.广寒宫 2.嫦娥号 3.台风 4.捣药
824,【X5】,随蓝知识竞赛SP2,薛定谔的猫,1.箱子 2.观测 3.又死又活 4.量子力学
841,【Z3】,随蓝知识竞赛SP2,祖冲之,1.新历 2.天文学家 3.指南车 4.圆周率
842,【S3】,随蓝知识竞赛SP2,狮子座,1.黄道 2.流星雨 3.赫拉克勒斯 4.曾轶可
852,【D2】,随蓝知识竞赛SP2,东京,1.古都 2.清明 3.中日 4.爱情故事
861,【T2】,随蓝知识竞赛SP2,桃园,1.春庄 2.台北 3.水果 4.张飞
866,【M2】,随蓝知识竞赛SP2,帽子,1.足球 2.工地 3.斗笠 4.乌纱
876,【S2】,随蓝知识竞赛SP3,三人,1.影 2.行 3.众 4.虎
886,【F2】,随蓝知识竞赛SP3,芙蓉,1.面 2.小南京 3.成都 4.涉江
887,【S2】,随蓝知识竞赛SP3,山河,1.念远 2.草木 3.破碎 4.收拾
893,【Y3】,随蓝知识竞赛SP3,虞美人,1.罂粟 2.霸王别姬 3.鬓已星星 4.一江春水
911,【Y2】,随蓝知识竞赛SP3,烟草,1.植物 2.中药 3.风絮 4.万宝路
915,【B2】,随蓝知识竞赛SP3,便士,1.英国 2.毛姆 3.衬衫 4.货币
929,【P3】,随蓝知识竞赛SP3,彭德怀,1.大黑骡子 2.横刀立马 3.抗美援朝 4.百团大战
937,【S2】,随蓝知识竞赛SP3,三峡,1.大学 2.水电 3.巴东 4.清溪
939,【W2】,随蓝知识竞赛SP3,卫星,1.吉林 2.风云 3.月球 4.GPS
945,【X2】,随蓝知识竞赛SP3,休休,1.去也 2.罢了 3.戏马台 4.明日黄花
946,【T2】,随蓝知识竞赛SP3,迢迢,1.春水 2.忆君 3.遥远 4.银汉
954,【S3】,随蓝知识竞赛SP3,三千里,1.未归 2.山河 3.转战 4.故国
956,【Y2】,随蓝知识竞赛SP3,一面,1.莫比乌斯 2.之交 3.阿累 4.独当
966,【B4】,随蓝知识竞赛SP3,本草纲目,1.五十二卷 2.分类思想 3.小僵尸蹲 4.明代药典
969,【J2】,随蓝知识竞赛SP3,金龟,1.长寿 2.动物 3.换酒 4.佳婿
972,【Y2】,随蓝知识竞赛SP3,英雄,1.钢笔 2.精神千秋 3.孙仲谋 4.时势
989,【G4】,随蓝5物生11联动赛,改天换地,1.“择日搬家”谜底 2.成语 3.萧瑟秋风今又是 4.新中国
999,【G1】,随蓝5物生11联动赛,股,1.上市公司 2.长直角边 3.刘备武器 4.大腿长骨
1003,【H2】,随蓝5物生11联动赛,海神,1.台风 2.巨轮遇难 3.绵津见 4.波塞冬
1007,【J4】,随蓝5物生11联动赛,近乡情怯,1.远家 2.害怕 3.更 4.渡汉江
1009,【D2】,随蓝5物生11联动赛,东亚,1.峰会 2.中日朝蒙 3.飞蝗 4.大槽
1018,【H4】,随蓝5物生11联动赛,訇然中开,1.不真实 2.诗句 3.李白 4.洞天
1025,【E3】,随蓝5物生11联动赛,二郎神,1.战王 2.三尖两刃刀 3.天眼 4.词牌名
1027,【A4】,随蓝5物生11联动赛,奥米克戎/奥密克戎,1.左摄提一 2.高阶无穷小 3.希腊字母 4.新冠毒株
1028,【F4】,随蓝5物生11联动赛,焚林而猎/焚林而狩/焚林而畋,1.成语 2.不可持续发展 3.山火 4.竭泽
1030,【B2】,随蓝5物生11联动赛,白鹿,1.台风 2.陈忠实 3.寸阴寸金 4.青崖间
1038,【Y1】,随蓝5物生11联动赛,药,1.花 2.没 3.山 4.芍
1045,【Z2】,随蓝5物生11联动赛,子集,1.数学 2.经史 3.真 4.包含
1049,【B2】,随蓝5物生11联动赛,巴西,1.大豆 2.红军会议 3.雨林 4.足球
1050,【Q4】,随蓝5物生11联动赛,青藏高原,1.湖泊密布 2.植物宝库 3.呀啦嗦 4.世界屋脊
1055,【Y4】,随蓝5物生11联动赛,遥墙机场,1.4E 2.TNA 3.民航 4.济南 
1056,【P4】,随蓝5物生11联动赛,扑热息痛,1.药物 2.过氧化氢稳定剂 3.对乙酰氨基酚 4.“芭蕉扇，麻沸散”谜底
1057,【X3】,随蓝5物生11联动赛,夏侯惇,1.武将 2.三国 3.刚烈 4.拔矢啖睛
1067,【Z6】,随蓝5物生11联动赛,自由组合定律,1.F2 2.非姐妹 3.9331 4.黄圆绿皱
1068,【X1】,随蓝5物生11联动赛,线,1.城市等级 2.风筝 3.登录退出 4.穿针缝纫
1069,【J2】,随蓝5物生11联动赛,机动,1.形容词 2.观测 3.车 4.性
1070,【Y6】,随蓝5物生11联动赛,义勇军进行曲,1.135565 2.前进 3.聂耳 4.国歌
1080,【K3】,随蓝5物生11联动赛,括约肌,1.结缔组织 2.环形 3.消化器官起止处 4.上吐下泻
1081,【Z3】,随蓝5物生11联动赛,镇江南,1.火车站 2.京沪高铁 3.怀柔小区 4.定西北
1087,【S1】,随蓝5物生11联动赛,苏,1.籽 2.联 3.辛 4.杭
1088,【G2】,随蓝5物生11联动赛,古道,1.西风 2.荒城 3.长亭 4.茶马
1095,【N5】,随蓝5物生11联动赛,南京大屠杀,1.6周 2.1937 3.30多万 4.1213
1096,【D3】,随蓝5物生11联动赛,鞑靼族,1.蒙古血统 2.突厥语系 3.漠北 4.俄罗斯第二大
1099,【S2】,随蓝5物生11联动赛,十千,1.20撇 2.一万 3.新丰 4.金樽
1100,【F2】,随蓝5物生11联动赛,法国,1.六边形 2.启蒙 3.梧桐 4.高卢
1107,【D3】,随蓝5物生11联动赛,滴滴涕,1.致癌 2.禁用 3.抗疟 4.寂静的春天
1116,【T2】,随蓝5物生11联动赛,天下,1.英雄 2.大同 3.唯我独尊 4.三分
1125,【D2】,随蓝5物生11联动赛,东风,1.山行 2.恶 3.麻将 4.纸鸢
1126,【S3】,随蓝5物生11联动赛,斯大林,1.五年计划 2.钢铁 3.模式 4.喂
1128,【D2】,随蓝5物生11联动赛,地球,1.6371 2.15℃ 3.365.2422 4.46亿
1139,【O3】,晨寒随蓝友谊赛,欧阳修,1.《昌黎先生文集》 2.“祯休”之典 3.儿童节 4.“连中三元”
1153,【D2】,晨寒随蓝友谊赛,灯花,1.李义山想剪 2.赵师秀闲敲 3.植物大战僵尸 4.吉兆
1173,【S2】,晨寒随蓝友谊赛,山寺,1.人间 2.钟声 3.峙 4.危楼高百尺
1185,【F4】,捅苯环邀请赛,焚林而猎,1.行狩 2.竭泽 3.火烧 4.短浅
1191,【J3】,捅苯环邀请赛,介子推,1.绵山 2.重耳 3.割股 4.寒食
1195,【K1】,捅苯环邀请赛,壳,1.乌龟 2.椰子 3.子弹 4.鸟卵
1203,【Q2】,捅苯环邀请赛,衢州,1.金郎蛇君 2.江郎山 3.南宗孔庙 4.烂柯
1210,【X2】,捅苯环邀请赛,萱草,1.六瓣 2.母亲 3.秋水仙碱 4.忘忧
1211,【X2】,捅苯环邀请赛,星河,1.千帆 2.帘幕 3.银汉 4.曙天
1220,【F4】,捅苯环测试赛,封神演义,1.宗教斗争 2.朝代更替 3.冰冻岐山 4.比干剖心
1224,【Q4】,捅苯环测试赛,歧化反应,1.升降 2.超氧化物酶 3.自供自受 4.卤素溶于水
1226,【S2】,捅苯环测试赛,十五,1.国风 2.从军 3.北防 4.月亮
1227,【W2】,捅苯环测试赛,悟空,1.台风 2.看透本质 3.暗物质卫星 4.孙猴子
1229,【X2】,捅苯环测试赛,小李,1.扒手 2.商隐 3.将军 4.飞刀
1236,【Z7】,捅苯环测试赛,中华人民共和国,1.34 2.+8 3.960 4.1949
1238,【B4】,捅苯环测试赛,哔哩哔哩,1.破 2.鬼畜 3.弹幕 4.干杯
1239,【B4】,捅苯环测试赛,稗官野史,1.杂草 2.小吏 3.民间 4.轶事
1241,【G4】,捅苯环测试赛,官样文章,1.套话 2.写作 3.从政 4.表面
1242,【M2】,捅苯环测试赛,梅花,1.台风 2.鹿 3.三弄 4.疏影暗香
1245,【Z6】,捅苯环测试赛,中儿正织鸡笼,1.辛弃疾 2.田园生活 3.晚辈 4.分担农活
1248,【C7】,捅苯环测试赛,出师一表真名世,1.陆游 2.不虚传 3.无人能及 4.诸葛亮
1300,【G1】,鉝貓,锅,1.黑 2.巴 3.火 4.问到底
1301,【F1】,鉝貓,氟,1.9 2.19.000 3.-1 4.VIIA
1302,【S1】,鉝貓,山,1.蒙大拿 2.草甸 3.五岳 4.快马加鞭未下鞍
1304,【B2】,鉝貓,芭蕉,1.单子叶 2.绿了 3.数叶 4.铁扇公主
1305,【Q2】,鉝貓,齐天,1.很高 2.洪福 3.乐 4.大圣
1306,【Y2】,台风,约旦,1.乔丹 2.王国 3.西岸 4.河
1307,【W2】,叶子,温泉,1.春天 2.重庆 3.弹簧 4.渜水
1308,【X2】,鉝貓,硝酸,1.根 2.一元 3.38324 4.甘油
1309,【L2】,鉝貓,龙王,1.台风 2.魏征 3.敖广 4.呼风唤雨
1310,【H4】,鉝貓,黄金分割/黄金比例,1.肚脐上下 2.36度 3.斐波那契 4.0.618 
1311,【S2】,叶子,双打,1.围棋 2.混合 3.乒羽 4.2V2
1325,【T2】,叶子,荼蘼/荼䕷,1.蔷薇 2.潭美 3.香梦 4.花事了
1326,【D2】,叶子,东风,1.北桥 2.崇光 3.战鼓 4.无力
1327,【D2】,叶子,东风,1.把酒 2.神灵 3.小楼 4.花千树
1328,【L2】,叶子,刘郎,1.秋风 2.蓬山 3.玄都观 4.才气
1329,【Y2】,鉝貓,鹦鹉,1.海盗 2.芳草 3.葵花 4.绿衣使者
1330,【Q2】,叶子,萋萋,1.茂盛 2.草 3.葛覃 4.王孙
1331,【B5】,叶子,不见有人还,1.举家离乡井 2.全军皆覆没 3.从来莫偿债 4.没看到归客
1332,【S2】,鉝貓,山川,1.寂寥 2.形便 3.相缪 4.古来共谈
1333,【R2】,鉝貓,人间,1.在 2.四月 3.天上 4.烟火
1337,【Y2】,鉝貓,圆规,1.星座 2.台风 3.作图 4.豆腐西施
1340,【F3】,鉝貓,凡尔赛,1.法国 2.文学 3.条约 4.宫
1341,【T1】,鉝貓,铁,1.力 2.高 3.马 4.雄关漫道
1342,【T2】,鉝貓,铁线,1.篆 2.蕨 3.莲 4.虫
1343,【T1】,鉝貓,铁,1.丹霞 2.大氧化 3.地磁 4.血红
1344,【C1】,鉝貓,楚,1.天 2.材 3.囚 4.郢
1352,【B2】,台风吧友,北冕,1.星座 2.贯索 3.长城 4.礼物
1353,【D3】,鉝貓,大洋洲,1.新干县 2.地理界 3.板块 4.澳大利亚
1356,【K1】,鉝貓,窟,1.石 2.吴哥 3.狡兔 4.莫高
1357,【G2】,鉝貓,古城,1.墙 2.牛奶 3.庞贝 4.平遥
1376,【Q2】,甩尸名,乔丹,1.约旦 2.黄蜂 3.探花 4.飞人
1379,【T2】,台风吧友,退钱,1.终止交易 2.租赁结束 3.悉数返还 4.对得起我们吗？
1382,【M2】,台风吧友,梅花,1.台风 2.干菜 3.卜算子 4.腊
1383,【Y2】,物业,邺城,1.左图右史 2.西门豹 3.东魏 4.临漳县
1386,【J8】,台风吧友,酒泉卫星发射中心,1.东风 2.阿拉善 3.问天阁 4.神舟
1388,【D3】,甩尸名,斗地主,1.牌 2.飞机 3.二打一 4.农民
1389,【L3】,台风吧友,卢本伟,1.两秒十七发 2.慈善家 3.笑着玩 4.得得得得得
1390,【S3】,甩尸名,三国杀,1.斗地主 2.单走一张6 3.闪电 4.汪苏泷
1391,【Q4】,台风吧友,亲核加成,1.阿尔法氢 2.碳负离子 3.格氏试剂 4.进攻
1392,【L3】,台风吧友,刘华强,1.石家庄 2.不中用 3.萨日朗 4.你这秤有问题啊
1393,【T4】,台风吧友,天问一号,1.萤火 2.火星 3.地火转移轨道 4.祝融
1394,【B1】,台风吧友,苯,1.衔尾蛇 2.66 3.121212 4.ph
1395,【Y2】,台风吧友,乙烷,1.ended 2.2 3.2n+2 4.烃
1402,【G4】,Xe,高铁酸根,1.净水 2.+6 3.-2 4.紫色溶液中的负离子
1404,【S1】,Xe,砷,1.信口雌黄 2.银针试毒 3.33 4.砒霜
1406,【S2】,Xe,四季,1.三国演义 2.黄赤交角 3.周期性变化 4.春夏秋冬
1407,【Q2】,鉝貓,青海,1.库库淖尔 2.头 3.长云 4.鸟岛
1409,【T2】,台风吧友,天鹅,1.黑 2.台风 3.星座 4.夏季大三角
1418,【F2】,萌物第三场,复兴,1.和谐  2.重振  3.文艺  4.中国梦
1419,【D2】,萌物第三场,灯火,1.黄昏  2.万家  3.三更  4.阑珊
1423,【C2】,萌物第三场,重庆,1.桥   2.伦敦   3.火锅   4.陪都
1424,【Q2】,萌物第三场,歧路,1.岔道  2.安在   3.无为   4.亡羊
1429,【F4】,萌物第一场,夫子自道,1.成语 2.孔丘 3.说高尚 4.说本人
1431,【Y2】,萌物第一场,云萍,1.漂泊不定 2.飘在天上 3.漂在水中 4.茫茫天水
1432,【W2】,萌物第一场,无涯,1.没边 2.天堑 3.知 4.学海
1435,【X4】,萌物第一场,心开意适,1.成语 2.领悟 3.通达 4.赠韦司业书
1439,【G3】,萌物第一场,归有光,1.散文家 2.明代 3.嘉靖三大家 4.项脊轩志
1443,【S4】,萌物第一场,水木清华,1.楼盘 2.园林景色 3.神肤洞达 4.THU
1452,【C3】,萌物第二场,长干里,1.地名 2.南京 3.越城 4.青梅竹马
1454,【Q2】,萌物第二场,曲靖,1.地名 2.爨乡古乐 3.珠江源 4.云D
1456,【X2】,萌物第二场,徙倚,1.徘徊 2.遥思 3.湖山 4.何依
1458,【D2】,萌物第二场,殿试,1.进士 2.策问 3.武则天 4.廷对
1467,【H7】,萌物第四场,红军不怕远征难,1.七律 2.首句 3.无畏艰险 4.1934年起
1468,【B2】,萌物第四场,鲍照,1.诗人 2.南朝宋 3.俊逸 4.《代春日行》
1471,【S3】,萌物第四场,十日谈,1.别墅 2.一百篇 3.躲避瘟疫 4.薄伽丘
1474,【Y3】,萌物第四场,逸夫楼,1.建筑 2.科教文卫 3.run-run_shaw 4.慈善
1479,【Y2】,萌物决赛,因果,1.佛教术语 2.复句类型 3.关系 4.前后
1480,【M2】,萌物决赛,梦想,1.容辉 2.遥不可及 3.中宵 4.我有一个
1485,【T2】,萌物决赛,桃花,1.​流水 2.武陵 3.山寺 4.人面
1487,【B2】,萌物决赛,白日,1.不到 2.黄河 3.黑夜 4.青天
1488,【D1】,萌物决赛,堤,1.拂 2.隋 3.白 4.苏
1489,【H4】,萌物决赛,花样百出,1.成语 2.错误 3.翻新 4.种类繁多
1495,【B6】,萌物决赛,别来音信千里,1.​晏殊 2.撼庭秋 3.首句 4.遥不能相见
1499,【G4】,萌物决赛,广开言路,1.成语 2.圣听 3.说道 4.姑且一切假贷
1503,【F2】,台风吧友,法国,1.阿尔卑斯 2.克里蒙梭 3.白旗 4.香奈儿
1506,【L2】,台风吧友,冷战,1.铁幕 2.柏林墙 3.古巴导弹危机 4.勃列日涅夫
1509,【S3】,甩尸名,孙笑川,1.日本 2.臭 3.物管 4.带带大师兄
1511,【J2】,台风吧友,吉利,1.曹 2.汽车 3.英国 4.图个
1512,【S2】,台风吧友,苏联,1.西方-81 2.1922 3.牢不可破 4.经互会
1515,【L2】,台风吧友,冷战,1.红警 2.古巴 3.杜鲁门 4.铁幕演说
1518,【L2】,台风吧友,冷战,1.阿富汗 2.沙皇 3.两极 4.马歇尔计划
1521,【T2】,台风吧友,土豆,1.泥 2.猫 3.西伯利亚 4.天蚕
1522,【H4】,台风吧友,赫鲁晓夫,1.历史课本 2.二十大 3.玉米 4.苏联
1529,【M6】,台风吧友,美国独立战争,1.波士顿 2.莱克星顿 3.约克顿 4.华盛顿
1531,【T3】,N君,唐可可,1.你好 2.谢谢 3.小笼包 4.再见
1539,【X3】,台风吧友,希特勒,1.战争 2.奥地利人 3.德国总理 4.纳粹党
1561,【S3】,N君,四暗刻,1.Beginner's_luck 2.64 3.役满 4.门清自摸对对和
1576,【S2】,鉝貓,十二,1.打 2.时 3.律 4.卷
1577,【E3】,鉝貓,二十四,1.点 2.桥 3.史 4.节气
1592,【G2】,伊奈里,高松,1.有栖川 2.出众木 3.香川县 4.校长
1594,【S2】,伊奈里,收敛,1.低调 2.发散 3.极限 4.汇聚
1595,【T2】,伊奈里,天河,1.杜甫 2.广州 3.机场 4.超级计算机
1597,【S2】,伊奈里,双星,1.一箭 2.天狼 3.同心 4.牵牛织女
1601,【Z6】,科协会员,中国农业大学,1.北京 2.民生 3.985 4.稻穗
1602,【H2】,科协会员,华山,1.间 2.下棋 3.2154 4.山河表里
1603,【D2】,科协会员,豆腐,1.白色 2.方块 3.北硬南软 4.渣
1605,【Y2】,鉝貓,一套,1.综合 2.黄河百害 3.连招 4.煎饼果子
1609,【Y2】,伊奈里,幽香,1.淡雅 2.疏蕊 3.野芳 4.风见
1611,【N2】,科协会员,南阳,1.丹江口水库 2.桃源 3.淮源 4.诸葛庐
1612,【S6】,科协会员,首都国际机场,1.U形地铁 2.19580302 3.2*4E+4F 4.朝阳飞地
1613,【T3】,科协会员,太行山,1.八百里 2.雪满 3.二三级阶梯 4.山高林又密
1623,【X2】,N君,相似,1.矩阵 2.变换 3.三角形 4.很像
1634,【Z2】,鉝貓,朝暮,1.三四 2.飞卷 3.两情 4.去来
1635,【D1】,鉝貓,道,1.京畿 2.赤 3.辇 4.羊肠
