id,vayu,source,answer,desc
45,【W3】,第一届随蓝知识竞赛,文天祥,这位诗人曾中状元，也曾带兵作战，最终以身殉国。这位南宋诗人有“留取丹心照汗青”的抱负。
46,【Y6】,第一届随蓝知识竞赛,应是绿肥红瘦,这句词是对一个设问句的回答。描写的对象是海棠。
49,【Q7】,第一届随蓝知识竞赛,千里江陵一日还,这句诗定量描述了行舟的迅速，郦道元在《水经注》（三峡）中提出过同一条路线。
50,【T7】,第一届随蓝知识竞赛,天涯何处无芳草,这句诗是个反问句，表达的是机会很多，不要过分注重某一事物或人。出自苏轼的《蝶恋花》。
51,【C7】,第一届随蓝知识竞赛,侧身西望长咨嗟,这句诗写出了从长安通往蜀地的艰难。是李白《蜀道难》最后一句。
52,【Z7】,第一届随蓝知识竞赛,知有儿童挑促织,这句诗写了夜深时屋中灯还亮着灯的原因：有孩子在斗蛐蛐。
57,【R5】,第一届随蓝知识竞赛,人迹板桥霜,这句诗描写了寒冷的清晨出行的景象，郑燮的号出自这句诗。出自温庭筠的《商山早行》。
60,【Y7】,第一届随蓝知识竞赛,衣带渐宽终不悔,这句诗描写了一个人消瘦的过程，是王国维提出的的人生第二境界。
61,【H7】,第一届随蓝知识竞赛,化作春泥更护花,这句诗表达了作者脱离官场仍不忘报国之志。以落花作为比喻。作者是清朝诗人龚自珍。
62,【C7】,第一届随蓝知识竞赛,春蚕到死丝方尽,这句情诗表达了矢志不渝的爱情，但总有人拿来比喻老师。含有一种会上蔟的生物。
66,【Y3】,第一届随蓝知识竞赛,鱼玄机,这位诗人与温庭筠为忘年交，是唐朝四大女诗人之一，有“易求无价宝，难得有情郎”的名句。
67,【Q4】,第一届随蓝知识竞赛,巧笑倩兮,这是诗经中的一句，虽是形容美貌，但孔子给了“绘事后素”的解释。下句是“美目盼兮”。
68,【Z7】,第一届随蓝知识竞赛,纸上得来终觉浅,这句诗说明实践是检验真理的唯一标准。是陆游写给小儿子。下句是“绝知此事要躬行”。
71,【G7】,第一届随蓝知识竞赛,故穿庭树作飞花,这句诗与“杨花榆荚无才思，惟解漫天作雪飞”修辞手法相同，描写对象相反。上句是“白雪却嫌春色晚”。
76,【J3】,第一届随蓝知识竞赛,金缕衣,这是一首劝勉人们要珍惜时间的诗。诗名是件衣服。有名句“劝君惜取少年时”
77,【D7】,第一届随蓝知识竞赛,但悲不见九州同,这句诗出自一首绝笔，写了陆游临死前所挂念的事。
81,【M7】,第一届随蓝知识竞赛,莫愁前路无知己,这句诗出自一首送别诗，作者告诉这位做音乐家的朋友，不要担心未来的道路上没有知心朋友。
87,【R5】,第一届随蓝知识竞赛,人比黄花瘦,这句词写于重阳，是李清照的“三瘦”之一。
91,【N5】,第一届随蓝知识竞赛,能饮一杯无,这句诗是一个问句，是作者雪天发出的邀请，他邀请一位姓刘的朋友共饮。
95,【J6】,第一届随蓝知识竞赛,江畔独步寻花,这组诗共七首，作者是杜甫，表达了他对花的热爱，以写黄四娘家那首最为有名。
96,【S7】,第一届随蓝知识竞赛,山雨欲来风满楼,这句诗有种“前方高能”的气氛，指重大变化来临前的迹象。作者是许浑，上句是“溪云初起日沉阁。
101,【Z5】,第一届随蓝知识竞赛,竹喧归浣女,这句诗描写的是山中初秋时节的雨后，女子洗衣服回来的情景。
102,【F7】,第一届随蓝知识竞赛,飞入菜花无处寻,这句诗的意思是：“孩子们要追我啦，我躲，他们找不到我！”写的是蝴蝶。是杨万里在徐公店所写。
103,【H7】,第一届随蓝知识竞赛,花落人亡两不知,这是一首诗的最后一句，描述的是春天将尽，人老去的结果。出自《红楼梦》中的《葬花吟》。
105,【S3】,第一届随蓝知识竞赛,山无陵,这句诗出自一首乐府民歌，是女主人公与所爱之人绝交的第一个条件。
106,【L7】,第一届随蓝知识竞赛,零丁洋里叹零丁,在这句诗，以及它的上一句中，作者巧用地名感慨自己的不幸。出自文天祥的《过零丁洋》。
108,【C3】,第一届随蓝知识竞赛,从军行,杨炯、王昌龄等诗人都写过这个题目，王昌龄写过7首，有名句“不破楼兰终不还”。
111,【Q3】,第一届随蓝知识竞赛,清平调,这组诗共三首，描写的是杨贵妃，是李白为唐玄宗所作。“春风拂槛露华浓”出自这组诗。
114,【Z4】,第一届随蓝知识竞赛,在水一方,这是《诗经》中的一句，也是一首歌的名字，写出了一位美女的位置。出自《蒹葭》。
117,【D7】,第一届随蓝知识竞赛,东边日出西边雨,这句诗描写的天气现象是太阳雨。下句是“道是无晴却有晴。
118,【L7】,第一届随蓝知识竞赛,柳暗花明又一村,这句诗告诉我们，即使面前是重山峻岭，前方也存在希望。是陆游去山西村所写。
120,【D6】,第一届随蓝知识竞赛,都门帐饮无绪,这句词说的是明明要分开了，想好好喝酒，但却没有心情。出自柳永的《雨霖铃》。
127,【B5】,第一届随蓝知识竞赛,白头搔更短,这句诗描写了脱发的现象，原因是作者目睹了国家的衰败，他的头上快插不了簪子了。
130,【P7】,第一届随蓝知识竞赛,怕得鱼惊不应人,这句诗写了一个小孩的心理活动，他为了不影响手头的事情而没有理会问路的人。他正在钓鱼。
132,【K7】,第一届随蓝知识竞赛,肯将衰朽惜残年,这句诗是个反问句，写于被贬的途中，作者认为自己在为皇上做事，不能因衰老而吝惜生命。
135,【Q5】,第一届随蓝知识竞赛,萋萋满别情,这句诗是一首应考作品的最后一句，描写了送别友人时青草茂盛的样子。这首诗也是描写草的经典作品。
142,【M7】,第一届随蓝知识竞赛,梦里不知身是客,这句词是作者望着室外的雨所想，他觉得在梦中能享受片刻欢愉，忘掉自己的处境。
143,【W7】,第一届随蓝知识竞赛,为赋新词强说愁,这句词写的是年轻时不懂事而无病呻吟，只为写出作品的样子。
146,【Q7】,第一届随蓝知识竞赛,轻烟散入五侯家,这句诗写的是一个禁火的日子里少数权贵宠臣依然可以获得燃烛的传统。
149,【X2】,第一届随蓝知识竞赛,谢脁/谢朓,这位山水诗人出身贵族，有以他名字命名的楼，李白曾登此楼写下“中间小谢又清发”。小谢就是这位诗人。
152,【B7】,第一届随蓝知识竞赛,白发渔樵江渚上,这句词写的是作者被发配充军时看到的在江边喝酒的两个不同职业的人，这首词也是电视剧《三国演义》的开篇词。
155,【J2】,第一届随蓝知识竞赛,锦瑟,这是李商隐的代表作，也是他最晦涩难懂的一首诗，“只是当时已惘然”出自这首诗。
162,【D5】,第一届随蓝知识竞赛,但惜夏日长,这句诗写出了割麦子的人不畏炎热的原因。出自白居易的《观刈麦》
166,【Q5】,第一届随蓝知识竞赛,青青园中葵,这是一首乐府诗首句，写了一种植物，提醒人们珍惜时间。
167,【F9】,第一届随蓝知识竞赛,赴戍登程口占示家人,这组诗共两首，其第二首最为著名。它是诗人在西安与家人分别，被贬伊犁时所作。其中流传千古的两句是“苟利国家生死以，岂因祸福避趋之”
170,【J5】,第一届随蓝知识竞赛,寂寞沙洲冷,这句词也是一首歌的名字。诗描写的是孤鸿，它找遍了树枝，却最终降落在沙洲上。
172,【Y7】,第一届随蓝知识竞赛,元是今朝斗草赢,这句词描写的是古代少女的一项娱乐活动，上句写了女主人公在前一晚做了好梦，这句写了这个梦是能赢得这场斗草游戏的预兆。
173,【Z7】,第一届随蓝知识竞赛,坐看牵牛织女星,这句诗描写了七夕时宫女们的行动。作者是杜牧。上句是“天阶夜色凉如水”。
175,【Q11】,第一届随蓝知识竞赛,秋夜将晓出篱门迎凉有感,这组诗共两首。表达了自己爱国却无能为力的心情。第一首写了自己被病折磨，头发发白；第二首写了中原人民受压迫，年年希望王师北伐。
177,【M3】,第一届随蓝知识竞赛,梦微之,这首悼亡诗是白居易梦见好友后所写，有名句“君埋泉下泥销骨，我寄人间雪满头”。该诗是在元稹去世九年后所作。
189,【S7】,第一届随蓝知识竞赛,深处种菱浅种稻,这句诗体现了“因地制宜”的思想，是清朝的阮元所写，下句是“不深不浅种荷花”。
190,【W5】,第一届随蓝知识竞赛,万户捣衣声,这句诗从听觉上描写了秋夜的长安城内人们赶制寒衣的情景。出自李白的《子夜吴歌》。
192,【C7】,第一届随蓝知识竞赛,春风不改旧时波,这句诗写的是作者时隔多年重回家乡后看见的仍然不变的湖水，作者是贺知章。
193,【Z2】,第一届随蓝知识竞赛,张籍,这是韩愈的弟子，他曾以吃啥补啥为由，把杜甫诗作烧成灰，每日食用三勺。此人因乐府诗与王建齐名，合称“张王乐府”。
198,【X5】,第一届随蓝知识竞赛,翔鸟鸣北林,这句诗是作者睡不着起来弹琴所写，他听到了飞鸟在树林鸣叫。上句是“孤鸿号外野”。
199,【B7】,第一届随蓝知识竞赛,白帝城高急暮砧,这句诗写的是在西南的一座城市，人们在晚上忙着制作寒衣的场景。出自杜甫的《秋兴八首》。
201,【M7】,第一届随蓝知识竞赛,梅须逊雪三分白,《红楼梦》中林黛玉曾化用这句诗来描写白海棠，这句诗本身对比了两个争春的意象。出自卢梅坡的《雪梅》，下句是“雪却输梅一段香”。
204,【H7】,第一届随蓝知识竞赛,画眉深浅入时无,这句诗表面上是问妆容，实际问的是考试情况。上句是“妆罢低声问夫婿”。
207,【G7】,第一届随蓝知识竞赛,归来倚杖自叹息,这句诗写的是作者遭遇恶劣天气和熊孩子后独自回家的无助。作者是杜甫，他只能唉声叹气。
212,【Q7】,第一届随蓝知识竞赛,青草池塘处处蛙,这是诗人等人时听到的动物鸣叫。他等的是下棋的对手。
214,【H5】,第一届随蓝知识竞赛,回首白云低,这句诗是作者在7岁所写，描写了从山顶看到的云彩，是寇准登华山所写。
231,【L3】,第一届随蓝知识竞赛,丽人行,这首诗描述的是春游的情景，描写的时间是上巳节，即农历三月三日，作者是杜甫。
241,【J9】,第二届随蓝知识竞赛,寂寞梧桐深院锁清秋,这句词是作者在秋天夜晚独自登楼看到的画面，受着亡国之苦的他正看着庭院里的梧桐。
245,【C7】,第二届随蓝知识竞赛,才了蚕桑又插田,这句诗描写了乡村繁忙时期的景象，农历四月，刚刚养完蚕，还要插秧。
247,【K7】,第二届随蓝知识竞赛,开箱验取石榴裙,这句诗是作者为了向对方证明自己思念他而哭过写下的，她让对方看看自己的裙子。作者是武则天。
248,【D7】,第二届随蓝知识竞赛,朵朵花开淡墨痕,这句诗出自一首题画诗，这句诗便是说自己的梅花是画出来的。作者是王冕。
251,【W7】,第二届随蓝知识竞赛,我报路长嗟日暮,这句词是在回答上天的提问，上天似乎在提问主人公梦魂的去处。出自李清照的《渔家傲》。
252,【D5】,第二届随蓝知识竞赛,对影成三人,这句诗写了作者饮酒后看到的月亮、自己的影子以及作者自己，共三个意象。出自李白的《月下独酌》。
253,【E7】,第二届随蓝知识竞赛,二水中分白鹭洲,这句诗是在古代南京的一个景点所写，写的是沙洲将江水分为两条河流。出自李白的《登金陵凤凰台》。
258,【M5】,第二届随蓝知识竞赛,没在石棱中,这句诗写的是箭，该箭是李广所射，它穿入了石头。作者是卢纶。
261,【F7】,第二届随蓝知识竞赛,飞入寻常百姓家,这句诗写的是一群鸟的去向，这些燕子曾住在南京的大户人家房檐下。
264,【S5】,第二届随蓝知识竞赛,诗酒趁年华,这句词表达了及时行乐的意思，作者认为作诗和饮酒都要趁时光尚在。
271,【D6】,第二届随蓝知识竞赛,登金陵凤凰台,这首诗是仿崔颢的《黄鹤楼》所写，作者是李白，描写的是南京的一个景点。
273,【B7】,第二届随蓝知识竞赛,不是遮头是使风,这句诗写了小孩子在不下雨的时候打伞的原因，目的是用伞做帆来借风使船航行。出自杨万里的《舟过安仁》。
276,【W4】,第二届随蓝知识竞赛,乌鹊南飞,这句诗描写了动物的迁徙，苏轼在《前赤壁赋》中引用了曹操的这句诗。
280,【L5】,第二届随蓝知识竞赛,两句三年得,这句诗体现了作者写出“独行潭底影，数息树边身”的艰难，作者是贾岛。下句是“一吟双泪流”。
284,【S9】,第二届随蓝知识竞赛,十一月四日风雨大作,这组诗共两首，是在恶劣天气下所写，第一首写到了作者的猫，第二首作者梦见了自己亲身上马打仗。
286,【L7】,第二届随蓝知识竞赛,零落成泥碾作尘,这句词赞颂的是梅花，即便它凋谢了，化为尘土，芳香仍在。出自陆游的《卜算子》。
289,【L7】,第二届随蓝知识竞赛,烈火焚烧若等闲,这句诗写出了碳酸钙分解生成生石灰的过程。作者是于谦。
294,【X9】,第二届随蓝知识竞赛,晓出净慈寺送林子方,这首诗写的是西湖的美景，写作时间是农历六月，是杨万里送别朋友所写。
299,【C7】,第二届随蓝知识竞赛,此心安处是吾乡,这句词是作者问一位歌女当地风土后得到的回答，歌女柔奴的回答是能使内心安定的地方就是自己的家乡。
300,【D7】,第二届随蓝知识竞赛,独留青冢向黄昏,这句诗写出了昭君一生以悲剧收场，在荆门的只剩下她的坟墓对着夕阳。
304,【B7】,第二届随蓝知识竞赛,不到长城非好汉,这是毛主席的一句词，写到了中国的一个名胜，许多人到了北京都会因这句话而去参观这里。下句是“屈指行程二万”。
307,【H5】,第二届随蓝知识竞赛,何当金络脑,这句诗写出了作者对建功立业的渴望，他希望给骏马打上黄金辔头。
308,【J7】,第二届随蓝知识竞赛,槛外长江空自流,这句诗写的是从栏杆上看到的奔流的江水。是在江西的名楼上所见。是王勃《滕王阁诗》的最后一句。
312,【Y7】,第二届随蓝知识竞赛,一杯一杯复一杯,这句诗描写的是两个人相对喝酒的样子，作者是李白。运用了反复修辞，上句是“两人对酌山花开”。
322,【C7】,第二届随蓝知识竞赛,长河渐落晓星沉,这句诗描述的是孤独的作者透过屏风看到的夜景，他联想到了嫦娥的孤独。出自李商隐的《嫦娥》。
323,【X7】,第二届随蓝知识竞赛,心悦君兮君不知,这句诗歌表示一种暗恋的状态，出自《越人歌》，上一句是“山有木兮木有枝”。
325,【B7】,第二届随蓝知识竞赛,北极朝廷终不改,这句诗是诗人在历经安史之乱后，流落成都所写。它描写的是吐蕃一度攻占长安，但很快被唐军击退的事件，直接反映了诗人对唐朝国运的信心。出自杜甫《登楼》。
330,【Y7】,第二届随蓝知识竞赛,野渡无人舟自横,这句诗写的是春雨之后的渡口空无一人的景象。是韦应物在滁州所写。
332,【D5】,第二届随蓝知识竞赛,代悲白头翁,这首拟古乐府唐诗从一位老人的角度感叹青春易逝，世事变迁。作者是刘希夷。“岁岁年年人不同”出自此作。
334,【C5】,第三届随蓝知识竞赛,春风花草香,这句诗从嗅觉的角度描写了春景，作者闻到了东风送来的芳香，出自杜甫的《绝句》。
339,【T7】,第三届随蓝知识竞赛,桃花一簇开无主,这句诗是作者在锦江边看到的景象，他不知道自己更爱深色还是浅色的桃花。出自杜甫的《江畔独步寻花》。
342,【N5】,第三届随蓝知识竞赛,宁为百夫长,这句诗是一位读书人的心理活动，他听闻战争的消息后，觉得自己当个低级军官也比读书强。出自杨炯的《从军行》。
348,【J7】,第三届随蓝知识竞赛,惊风乱飐芙蓉水,这句诗写的是从城楼上看到的风，它胡乱吹动着水里的荷花。是柳宗元在柳州城楼所写。下句是“密雨斜侵薜荔墙”。
349,【T7】,第三届随蓝知识竞赛,庭院深深深几许,这句词欧阳修和李清照都写过，有一个字连续重复了3次。其中欧阳修写的是《蝶恋花》，下句是“杨柳堆烟”。
350,【F3】,第三届随蓝知识竞赛,方仲永,这个人5岁时便能作诗，然而他的父亲贪图利益，未让他继续学习，使得他最后“泯然众人”。
351,【Q7】,第三届随蓝知识竞赛,敲门试问野人家,这句词写的是作者口渴后的行为。想喝茶的苏轼敲了农家人的门询问。
358,【H5】,第三届随蓝知识竞赛,还归细柳营,这句诗描写了一次打猎，诗中提到了一个地名，作者是王维。此句应用了周亚夫的典故。
359,【L2】,第三届随蓝知识竞赛,李冶,这位诗人被称为“女中诗豪”，是唐朝四大女诗人之一，字季兰，有代表作《八至》。
361,【Z2】,第三届随蓝知识竞赛,张籍,这位唐代诗人曾收到过“画眉深浅入时无”的提问，作为水部的他写下了“一曲菱歌敌万金”作为回复。《节妇吟》也是他的代表作。
363,【W7】,第三届随蓝知识竞赛,五十弦翻塞外声,这句词描写的是军中的乐器声，这是检阅军队的军歌。是鹅湖之会时辛弃疾给陈同甫所写。
366,【J5】,第三届随蓝知识竞赛,俊逸鲍参军,这句诗夸赞了李白的诗风，作者是杜甫，他认为李白的作品有鲍照的风采。上句是“清新庾开府”。
369,【Q6】,第三届随蓝知识竞赛,凄凄惨惨戚戚,这句词表达了悲伤的心情。用了三个叠词。出自李清照的《声声慢》。
371,【M3】,第三届随蓝知识竞赛,毛泽东,这是一位诗人，他爱好山水，曾在作品中指出过皇帝的不足，他参加了开国大典。
372,【F7】,第三届随蓝知识竞赛,翡翠衾寒谁与共,这句诗是个反问句，意思是“还有谁能和我一起盖被子呢？”主人公是唐玄宗。上句是“鸳鸯瓦冷霜华重”。
377,【D3】,第三届随蓝知识竞赛,大风歌,这首诗只有三句，作者渴望招揽人才保家卫国。是一首帝王诗。首句是“大风起兮云飞扬”。
383,【D4】,第三届随蓝知识竞赛,道阻且右,这句诗出自《蒹葭》，句中含有一个方位词。它的上句是“溯洄从之”，在文章中出现了第三次。
384,【W7】,第三届随蓝知识竞赛,未妨惆怅是清狂,这句诗想表达的是“虽然我知道想念也没用，但痴情的我还是很伤心啊！”出自李商隐的一首《无题》。
386,【J7】,第三届随蓝知识竞赛,卷土重来未可知,这是对楚汉争霸的评述，作者认为项羽如果带兵重整旗鼓，依然胜负难料。是该诗最后一句。
390,【O5】,第三届随蓝知识竞赛,偶然值林叟,这句诗说的是一次相遇，作者因为这样的相遇而忘了回家。是王维在终南山所写。
391,【T5】,第三届随蓝知识竞赛,徒有羡鱼情,这句诗表达了作者想做官的心情，是孟浩然写给张九龄的干谒诗。该句借用了钓鱼人的心态来进行抒情。
393,【H3】,第三届随蓝知识竞赛,贺知章,这位诗人、书法家以草书名世，是吴中四士之一，称李白为谪仙，并以金龟换酒与李白共饮。《回乡偶书》是其代表作。
398,【C5】,第三届随蓝知识竞赛,春意知几许,这句诗写于元宵佳节，作者为李清照，出自《永遇乐·落日熔金》，是一个问句，上句为“吹梅笛怨”。
399,【T7】,第三届随蓝知识竞赛,同到牵牛织女家,这句诗描写的是黄河的去向，作者愿与黄河一起直上银河。出自刘禹锡的《浪淘沙》。
401,【X6】,第三届随蓝知识竞赛,休说鲈鱼堪脍,这句词运用了张翰的典故。出自辛弃疾的一首《水龙吟》，下句是“尽西风”。
405,【J2】,第三届随蓝知识竞赛,己亥,这是2019年的干支，龚自珍曾在这一干支年写过一组诗。
406,【X3】,第三届随蓝知识竞赛,新来瘦,这句词出自一首词牌名为七字的作品。是李清照的“三瘦”之一，下句是“非干病酒”。
411,【L3】,第三届随蓝知识竞赛,浪淘沙,这是一个词牌名，也是刘禹锡一组诗的题目，讲述了淘金者的生活。
412,【B3】,第三届随蓝知识竞赛,白头翁,这是一种毛茛科植物，花紫色，果实聚合成凌乱下垂的样子，像长满银发的老人，根可以入药。同时这个名字也是鹎科一种鸟的名称。与刘希夷一首诗有关。
413,【Y7】,第三届随蓝知识竞赛,应怜屐齿印苍苔,这句诗写的是作者推测他拜访人家却得不到回应的原因。大概是园子的主人害怕自己的庭院被木鞋踩坏。出自叶绍翁的《游园不值》。
414,【K5】,第三届随蓝知识竞赛,焜黄华叶衰,这句乐府诗写的是秋天植物的凋败，全诗警醒我们要珍惜时间。上句是“常恐秋节至”。
421,【J7】,第三届随蓝知识竞赛,镜中衰鬓已先斑,这句诗写了作者衰老的状态，年轻时渴望收复中原的他只能对着镜子看着自己斑白的两鬓。出自陆游的《书愤》。
424,【T7】,第三届随蓝知识竞赛,铁马秋风大散关,这句诗提到了一个位于宝鸡的地名，是陆游回忆宋兵骑着战马抗金的情景。上句是“楼船夜雪瓜洲渡”。
427,【Y7】,第三届随蓝知识竞赛,愿作鸳鸯不羡仙,这句诗说的是，只要能和自己喜欢的人在一起，过凡人的生活也不错。诗中用了一种成对的鸟作为比喻。出自卢照邻的《长安古意》。
428,【Y5】,第三届随蓝知识竞赛,燕山月似钩,这句诗运用了比喻的手法描述了边塞的月色，这首诗写的是马，上句是“大漠沙如雪”。
429,【D7】,第三届随蓝知识竞赛,赌书消得泼茶香,这句词写的是李清照与丈夫的乐趣，作者是纳兰性德。下句是“当时只道是寻常”
430,【S4】,第三届随蓝知识竞赛,身老沧洲,这句词是作者晚年所写，写的是他内心希望一生抗敌，却最终只能在家乡衰老。出自陆游的《诉衷情》，上句是“心在天山”。
434,【Z5】,第三届随蓝知识竞赛,终南望余雪/终南望馀雪,这首五言绝句写于考场，虽与考官规定的文体不同，但祖咏因觉“意思完满”而交卷。“林表明霁色，城中增暮寒”是诗中的句子。
435,【T3】,第三届随蓝知识竞赛,桃源行,这是一首七言长诗，全诗实际上是对桃花源记的改写，作者是王维。“不辨仙源何处寻”为该诗最后一句。
437,【T7】,第三届随蓝知识竞赛,天生丽质难自弃,这句诗写的是与生俱来的美，是对杨玉环的描写，下句是“一朝选在君王侧”
440,【Y7】,第三届随蓝知识竞赛,月中霜里斗婵娟,这句诗说的是神仙“打架”，两位不怕寒冷的神仙在比美。出自李商隐的《霜月》。
441,【Y7】,第三届随蓝知识竞赛,一夜乡心五处同,这句诗出自唐诗三百首中题目最长的一首诗，是该诗最后一句。是白居易在月夜给各处兄弟姐妹所写。上句是“共看明月应垂泪”。
442,【J7】,第三届随蓝知识竞赛,几回魂梦与君同,这句词说的是作者想念一位歌女，离别后回忆起来，还多次梦见。出自晏几道的一首《鹧鸪天》。
446,【X5】,第三届随蓝知识竞赛,戏为六绝句,这是杜甫的一组诗，它批判了当时浮躁的文风。“清词丽句必为邻”“王杨卢骆当时体”便出自这组诗。
454,【F5】,第三届随蓝知识竞赛,浮萍一道开,这句诗写的是小孩子偷东西无法隐藏的证据。他到池上偷采了白莲。上句是“不解藏踪迹”。
456,【W7】,第三届随蓝知识竞赛,吴姬压酒唤客尝,这句诗写的是作者离开金陵前酒店的侍女取酒让自己品尝的情景。上句是“风吹柳花满店香”。
458,【Y5】,第三届随蓝知识竞赛,倚杖听江声,这句词写的是作者喝醉晚归被关在家门外的行为。苏轼敲门并没有人开，只好听着江水声。
460,【B5】,第三届随蓝知识竞赛,遍身罗绮者,这句诗描写的是富贵之人的衣着，与养蚕人形成了鲜明的对比。
465,【C7】,第三届随蓝知识竞赛,长夜沾湿何由彻,这句诗的意思是我的破屋到处都是水，我整晚受潮，怎能挨到天亮！出自杜甫《茅屋为秋风所破歌》，上一句是“自经战乱少睡眠”。
482,【W7】,第三届随蓝知识竞赛,我言秋日胜春朝,这句诗是作者对于季节提出的不同观点。他认为比起春景他更喜欢秋景。
485,【D5】,第三届随蓝知识竞赛,动如参与商,这句诗用天上的三星和心宿比喻两个常年奔波的人难得一见。出自杜甫《赠卫八处士》，上一句是“人生不相见”。
491,【W5】,第三届随蓝知识竞赛,微微风簇浪,这句清诗描写了作者在船上看到的微微泛起的层层波浪，作者是查慎行，下句是“散作满河星”。
493,【X7】,第三届随蓝知识竞赛,笑而不答心自闲,这句诗是作者对待一个问题的态度，该问题是李白为什么住在碧山。出自李白的《山中问答》
495,【W2】,第三届随蓝知识竞赛,王绩,这是一位唐代诗人，擅写山水田园诗，好饮酒，《野望》是他的代表作。
501,【B7】,第三届随蓝知识竞赛,报与桃花一处开,这句诗写的是作者因喜爱的花遭受冷落的不满。如果他当了花神，一定让菊花和桃花开在一起。
503,【G5】,第三届随蓝知识竞赛,更上一层楼,这句诗写的是想看要得更远应该做的事情。出自《登鹳雀楼》。
504,【D6】,第三届随蓝知识竞赛,独怆然而涕下,这是作者登临燕昭王所修建的黄金台时所写，出自初唐诗人陈子昂的《登幽州台歌》。
505,【Y5】,第三届随蓝知识竞赛,饮中八仙歌,这首唐诗属于柏梁体，即每一句都用韵，作者在诗中对李白的描写最多，但还写到了吴中四士中的两人，以及其他五位好饮之人。作者是杜甫。
507,【R7】,第三届随蓝知识竞赛,人生若只如初见,这句诗回忆了与恋人的第一次相遇，要一直像第一次见面那样该多好啊！
509,【Y4】,第三届随蓝知识竞赛,咽泪装欢,这句词出自一首《钗头凤》，描写陆游与唐婉在沈园相会后，唐婉怕人发现心中的悲苦而强颜欢笑。
510,【C7】,第三届随蓝知识竞赛,沉吟放拨插弦中,这句诗写的是一位女子演奏完乐器后的动作，她把拨片收起，插在了琴弦里。
512,【S7】,第三届随蓝知识竞赛,身向榆关那畔行,这句词写的是作者随军队向山海关进发的情景，出自纳兰性德的一首《长相思》。
513,【W5】,第三届随蓝知识竞赛,微雨燕双飞,这句诗原为唐朝翁宏所写，后被晏几道用入词中，回忆与歌女小苹第一次见面的情景。
519,【Z3】,第三届随蓝知识竞赛,张九龄,这位诗人也是唐朝名相，唐诗三百首第一首便为他的作品。有著名诗句“海上生明月”。
522,【Y7】,第四届随蓝知识竞赛,一叫千门万户开,这句诗写的是一种动物的职能，出自一首题画诗。唐伯虎称笔下的鸡“平生不敢轻言语”，但是一报晓大家都醒了。
523,【C7】,第四届随蓝知识竞赛,赤橙黄绿青蓝紫,这句词是词人在重游故地，回顾当年军队屡败屡战后终得胜利时所作，表达了他的乐观豁达和对战争胜利的信心。这句词描述了彩虹的七种颜色。
524,【Z4】,第四届随蓝知识竞赛,之子于归,这是一句诗，在《诗经》的很多作品中都有多次出现，如《燕燕》《鹊巢》《桃夭》，描写了女子出嫁。
527,【T5】,第四届随蓝知识竞赛,弹琴复长啸,这句诗写的是诗人一个人在自己的住处演奏音乐并高歌的情景，他住在竹林中，出自王维的《竹里馆》。
